path,mask_id,start_frame,end_frame,fps,video_inpainting_prompt,image_inpainting_prompt,type
000000023391_4265392.mp4,2,290,497,29,"A woman with long, dark hair, wearing a black wide-brimmed hat and coat, stands on a dirt path in a park, adjusting her face mask. She is surrounded by trees with yellowing leaves, suggesting a cooler season, possibly autumn or winter. The scene is serene, with soft lighting and a blurred figure in the distance, adding a sense of quiet solitude. As time passes, the woman remains in a contemplative state, her gaze directed away from the camera, amidst the tranquil park setting. The presence of other individuals is subtly indicated in the background, emphasizing the quietude of the environment.","Person in a black coat with a white collar, turning their head to the side.",objects
000000088909_6188648.mp4,1,580,753,29,"A bustling city street at night is illuminated by festive lights, with a red double-decker bus marked 'Park Lane' and the number 59 leading a procession of vehicles. The wet pavement reflects the glow from street lamps and the bus's headlights, while pedestrians walk along sidewalks, some pausing to admire the holiday decorations. The scene is set against a backdrop of modern buildings, and a digital sign reading 'HELLO' adds a cheerful touch. As the bus continues, it is surrounded by a mix of vehicles and pedestrians, with the festive atmosphere highlighted by the 'HELLO' sign and the soft glow of street lamps.",The rear of a black car with illuminated red tail lights and a visible license plate.,objects
000000281178_13852102.mp4,1,290,463,29," The video provides an aerial view of a coastal cityscape, focusing on a prominent white high-rise building with a distinctive grid of windows. The city is bustling with activity, with a sandy beach, palm trees, and a pier visible. The streets are busy with vehicles, and the urban environment is a mix of residential and commercial buildings. As the camera moves, it reveals a serene beachfront with a lighthouse, a calm blue ocean, and a variety of vehicles parked along the roads, all under a clear sky.","A tall, modern building with white vertical columns and a rooftop equipped with various mechanical equipment.",objects
000005007875.0.mp4,1,300,499,25,"A translucent, 3D-rendered human brain is centered against a black backdrop, illuminated by a constellation of white dots that simulate neural connections and sparkles, creating a dynamic and luminous effect. This scene symbolizes the intricate network of thoughts and the flow of information within the brain, evoking a sense of wonder and the complexity of cognition. As time progresses, the depiction remains consistent, with the brain's detailed folds and grooves highlighted by the white dots and sparkles, emphasizing the theme of neural activity and the dynamic flow of information within the brain.",Semi-transparent brain scan with intricate neural pathways and structures highlighted in white and light blue tones.,objects
000000015767_3982751.mp4,2,0,289,29,"Three young women, dressed in cozy winter attire, stand together in a tranquil outdoor setting, engaging in the warmth of sharing a hot drink. Initially, they are seen in a moment of camaraderie, with one woman sipping from a mug, another pouring from a thermos, and the third observing. As moments pass, their activities slightly change; one woman sips from a white mug, another examines a small metal cup, and the third holds a stainless steel thermos. Their expressions of contentment and enjoyment, along with the soft natural lighting, highlight the serene atmosphere of their gathering.","A person wearing a knit beanie, a thick scarf, and a cable-knit sweater, holding a white mug with both hands. The person has long brown hair.",human
000000040680_4918206.mp4,4,750,949,25,"A man in a plaid shirt, denim overalls, and a white cap is seen feeding a donkey with a pitchfork in a rural farm setting. He stands next to a green wheelbarrow filled with hay, with a donkey nearby, against a backdrop of a wooden fence, a dark green-roofed building, and a clear blue sky. The scene is set on a farm with lush greenery, trees, and a distant structure, suggesting a peaceful day of farm life. The man's attire and the presence of the donkey indicate a routine of care and feeding in a pastoral environment.","A gray donkey facing left, standing on grass.",human
000000046827_5101654.mp4,4,0,289,29,"A young woman in a blue and white striped dress and a little girl in a matching light blue dress with ruffled sleeves are by a serene body of water, sharing a moment of connection as they present a small white object to each other. The woman's gentle smile and the girl's curious gaze highlight their bond. The scene is peaceful, with soft natural lighting enhancing the tranquil atmosphere. The woman then kneels, offering a small white object to the girl, who examines it with curiosity and delight. Their attire and the calm water backdrop suggest a leisurely day spent in nature.","Wavy dark brown hair, wearing white collared clothing.",human
000000060292_5516334.mp4,1,290,539,29,"A red-haired woman with glasses is seated on a white couch, deeply focused on her laptop. She is dressed in a light beige blouse and dark trousers, indicating a professional yet comfortable setting. The room is well-lit with natural light, creating a serene atmosphere. As time passes, her engagement with the laptop continues, with subtle changes in her posture and the lighting emphasizing her concentration. The minimalist decor of the room, featuring a neutral color palette and a single cushion, contributes to the tranquil environment.","Long, wavy, reddish-brown hair.",human
000000072602_5835679.mp4,9,92,229,23,"A young woman with a contemplative expression and short, curly hair stands in an autumnal park, dressed in a casual plaid shirt and carrying a backpack, indicating she might be on a walk or study session. Her tattoos, including a prominent one on her chest, add a personal touch to her appearance. As time passes, her expression becomes more confident and approachable, with large black earrings and a nose ring, against a backdrop of trees with fall foliage. The soft lighting and serene park setting highlight her casual yet thoughtful demeanor.","Short, curly, light brown hair.",human
000000086073_6136972.mp4,1,116,305,29,"Three friends converse on a city sidewalk. Initially, a man in an olive green jacket talks to a woman in a white tank top, who gestures actively, while another man in a striped shirt and orange collar watches with a quizzical look. Two seconds later, the scene shifts slightly; the man in the green jacket now leans towards the woman, who smiles warmly, and the man in the striped shirt and orange collar looks on with curiosity. The urban backdrop features modern buildings and umbrellas, suggesting a relaxed, sociable atmosphere.",Person wearing a green button-up shirt with short brown hair.,human
000000136093_7195991.mp4,3,250,499,25,"A woman, wrapped in a cozy beige cardigan and white top, sits on a brown leather couch with a green-striped blanket, holding a tissue to her throat and wearing earphones, indicating she's listening to something. Her eyes are closed, suggesting she's either resting or feeling unwell. In front of her, an open MacBook laptop suggests she might be working or studying. The room is decorated with a Monstera plant, a sculptural head figurine, and a potted plant on a floating shelf, creating a serene and modern ambiance. Her expression shifts to one of discomfort or concern, possibly due to the work or study material on the laptop.","Person wearing a beige sweater, holding a tissue in one hand, with earbuds in their ears and a black wristwatch on the left wrist.",human
000000182739_8133085.mp4,10,100,260,25,"A young woman in a wheelchair, wearing a purple hoodie, is having a quiet conversation with a man in a white sweater. They are in a modern, minimalist room with a large window that overlooks a cityscape. The man is leaning in close, showing a caring and attentive demeanor, while the woman appears relaxed and engaged. The room's neutral tones and the daylight streaming through the window create a serene atmosphere. The man's hands rest gently on the woman's shoulders, indicating a moment of connection and support.","Straight, dark brown hair with a side parting.",human
000000237593_9578265.mp4,3,250,499,25,"Four friends are seen setting up a picnic table under the shade of a tree, with a woman in a lime green sweater and another in a beige sweater assisting a red-haired girl in a white coat and a man in a light green jacket. They are surrounded by a table adorned with a grey cloth, black plates, glasses, a wicker basket filled with green grapes, and a floral arrangement of purple lilacs and white daisies. The atmosphere is one of casual preparation and shared joy, with the group engaging in conversation and arranging the tableware, bathed in natural daylight.","Person wearing a light green turtleneck sweater, with curly hair tied back.",human
000000286395_14973184.mp4,1,0,249,25,"A giraffe stands in a lush savannah, reaching for leaves on a tree with its long neck. The scene is set against a backdrop of a clear blue sky, a distant bridge, and a body of water reflecting the sky. As time passes, the giraffe continues to feed on the tree's foliage, with the bridge and water body still visible. The giraffe's coat, a blend of brown and tan spots, is highlighted by the golden light of the sun, suggesting it might be early morning or late afternoon. The peaceful coexistence of wildlife and human infrastructure is evident throughout.",Giraffe standing on grass with its neck extended downward.,human
000005017273.0.mp4,2,0,249,25,"A young woman with voluminous, curly brown hair and blue eyes appears contemplative against a warm yellow backdrop. Initially, she wears a light pink sweater and large hoop earrings, her finger resting thoughtfully on her cheek. As moments pass, her expression shifts to one of concern or worry, with her eyes downcast and her hand still on her cheek. The consistent warm yellow background and her unchanging attire emphasize her introspective mood.",Brown hair and a gold earring.,human
000000190494_8318372.mp4,4,0,249,25,"The video features a serene and majestic iceberg in the midst of a calm sea, with its blue-white facade and textured surface reflecting the overcast sky. The surrounding waters are dotted with smaller icebergs, creating a sense of solitude and the passage of time. As the video continues, the iceberg's grandeur is emphasized by the soft light filtering through the mist, casting a gentle glow and highlighting the contrast between the iceberg's cool blue and the dark, speckled waters. The scene remains tranquil and isolated, with no wildlife or human activity, showcasing the untouched beauty of the polar landscape.","A small iceberg with light blue and white coloration, exhibiting jagged and irregular shapes.",landscape
000000246916_10020471.mp4,1,290,482,29,"A tranquil sea under a vast sky is showcased, with the sun's rays piercing through cumulus clouds, creating a radiant glow on the water. Initially, the scene is devoid of human presence, emphasizing the natural beauty and serenity of the seascape. As time passes, the sun's position shifts slightly, casting a brilliant light across the sea and sky, with the clouds' textures and the sea's gentle waves highlighted. The consistent absence of human activity throughout maintains the focus on the natural beauty and serenity of the seascape.",Waves on a sunlit sea.,landscape
000005048728.0.mp4,2,0,173,29,"A boat navigates through a swamp, surrounded by tall, slender trees with bare branches and lily pads. The water reflects the overcast sky, creating a serene yet somber atmosphere. As the boat moves, the scene remains consistent, with the water's surface mirroring the gray and blue hues of the sky. The swamp's natural beauty is highlighted by the absence of wildlife or human activity, emphasizing the solitude and untouched nature of the environment. The landscape is a quiet testament to the swamp's serene isolation.",Calm reflective water with patches of floating vegetation.,landscape
000000160016_7668951.mp4,1,0,249,25,"A person with dark skin is seen typing on a black keyboard and using a mouse on a white desk, dressed in a light beige jacket over a white shirt and blue jeans. The desk is equipped with a computer monitor, a black headset, and a small potted plant, creating a professional yet casual workspace atmosphere. As time passes, the person continues their work, now with a wedding ring visible on their left hand, indicating a personal touch in a clean, organized environment. The consistent focus on typing and the presence of a headset suggest a blend of professionalism and personal style.","Black computer keyboard with Cyrillic and English letters, a pair of hands typing.",random
000000220257_8925117.mp4,10,50,299,25,"Five young adults are gathered in a grassy field, advocating for peace and love. A woman in a lavender dress holds a ""MAKE LOVE NOT WAR"" sign, surrounded by four others with messages like ""You are strong,"" ""Yes to Greta,"" ""Stop,"" and ""burn this world."" They stand before a dark pickup truck, under an overcast sky, creating a somber yet hopeful atmosphere. Their casual attire and the rural setting suggest a grassroots movement. The group's determined expressions and the truck's presence symbolize a protest or demonstration for change.","A person with long dark hair wearing a light purple V-neck dress, standing and holding an object in their right hand.",random
000000304745_18584435.mp4,1,0,353,59,"A serene river flows through a snow-covered landscape, with a vigorous waterfall cascading into the icy expanse. The surrounding trees, dusted with snow, stand against a clear blue sky, reflecting on the river's surface. A small village is nestled on the hillside, its red roofs contrasting with the white snow and greenery, creating a peaceful scene. As the river continues, it flows through a narrow gorge, with the waterfall's white froth stark against the dark rocks and ice. The surrounding forest, bare and dusted with snow, stands as a silent witness to the tranquil yet dynamic natural scene.","A river with fast-moving water flowing over a rocky area, with reflections of trees on the calm water surface in the background.",random
000000316125_20329165.mp4,1,290,579,29,"The video features a serene beach at dusk with the calm sea reflecting the pink and blue hues of the twilight sky. A tree with delicate branches stands in the foreground, its silhouette contrasting with the soft blues and pinks of the evening. As time passes, the scene remains tranquil, with the tree's branches reaching out over the sandy shore. The sky transitions from deep blue to soft pink, and the absence of people or wildlife emphasizes the stillness and natural beauty of the coastal landscape.","Tree branches with thin, elongated leaves against a blue sky.",random
000000008483_3173833.mp4,1,174,463,29,"A colossal Buddha statue in meditation sits atop a white base with classical columns, surrounded by a dense forest. The statue's pinkish-brown robe contrasts with the greenery and the partly cloudy sky. A dirt path leads to the base, suggesting human presence. As the view continues, the Buddha statue, still in its meditative pose, is seen atop a white building with a red-tiled roof, set against a backdrop of lush greenery and a partly cloudy sky. The scene is serene, with the Buddha's hands gently resting in the lap, and the surrounding forest and sky enhancing the tranquil atmosphere.","A seated statue of a monk in a meditative posture, wearing traditional robes and positioned on a round pedestal, against a green natural background.",objects
000000031770_4628735.mp4,4,100,251,25,"A man in a beige hat and glasses stands behind a woman seated at a desk, both engaged in a professional discussion in a well-lit office. The woman, holding a document with a colorful wheel chart, appears to be explaining a concept to the man, who is focused on a computer screen displaying a presentation titled 'MODERN DIAMONDS' by Jacqueline Thompson. The desk is cluttered with work items, including a coffee cup and papers, indicating an active work environment. The scene suggests a collaborative effort in a creative or design-related field, with the man showing a playful expression as he looks over the woman's shoulder.","Apple MacBook showing its logo, with a person's hands visible, holding the laptop on a yellow desk.",objects
000000048308_5137835.mp4,3,0,149,25,"Two women are in a cozy, eclectic room with a vintage aesthetic. Initially, one woman is seated at a distressed wooden counter, working on a laptop, while the other stands by a window, holding a pillow. The room features a red 'S' letter, a map, photographs, a globe, and a chandelier, creating a warm ambiance. Later, the woman at the counter is seen working on a computer, and the other, now in a green jacket and blue jeans, holds a pillow and looks out the window, with a third person visible in the mirror reflection, suggesting a social setting.",A partial view of a red clock face with white numbers and white clock hands.,objects
000005056777.0.mp4,6,100,249,25,"A traditional Hindu ritual is taking place, featuring a central flame in a foil-wrapped container on a reflective silver tray, surrounded by bowls of incense and a brass lamp, indicating a spiritual ceremony. At the beginning, a hand is seen pouring oil into a bowl, suggesting the ritual's preparation. Two seconds later, the scene shows a hand with a red nail near the flame, with a person in white attire seated in the background, participating in the ritual. The setting is outdoors, with natural lighting enhancing the sacred atmosphere.",Burning piece of foil with wood inside and flames rising.,objects
000000049873_5200345.mp4,2,200,449,25,"A smiling teacher with curly hair and glasses stands at the front of a classroom, hands clasped in front of her. She is dressed in a brown blazer over a light blue shirt and checkered trousers, exuding warmth and approachability. The classroom is well-equipped with educational materials, including books, a globe, and a world map, indicating a focus on geography and global studies. A chalkboard with the message 'Mr. Smith's Class' and a schedule for the day is visible, suggesting an organized learning environment. The teacher's friendly demeanor and the orderly setting reflect a positive and engaging educational atmosphere.","Person wearing a beige blazer, white shirt, checkered pants, and a wristwatch.",human
000000137914_7230280.mp4,3,100,249,25,"A man and a woman lie on the floor, their heads touching and eyes closed, conveying a deep sense of intimacy. The woman, adorned with a nose ring and a choker, wears a black top with a crisscross pattern, while the man, in a black t-shirt with a 'THIS IS NOT ENOUGH' slogan, kisses her forehead. The scene is bathed in warm, red and blue lighting, highlighting their serene expressions and the emotional connection they share. The woman's tattoo reading 'JESUS' adds a personal touch to the moment.","Dark, gradient background transitioning from deep purple to brown.",human
000000208144_8641513.mp4,27,350,554,25,"A man and a woman share an intimate moment, foreheads touching and eyes locked in a silent exchange that speaks volumes of their connection. The woman, with her blonde hair tied back and wearing a black leather jacket over a striped shirt, and the man, sporting curly black hair and a mustache, dressed in a white shirt with a red and beige pattern, are illuminated by soft lighting that casts gentle shadows on their faces. This lighting suggests it might be early morning or late evening, adding to the romantic atmosphere of their encounter. The background, though blurred, hints at an urban setting, possibly near a car.","Pink petal-like structure with layered, slightly curved edges.",human
000000014001_3859432.mp4,1,511,700,24,Aerial view of beach and forest,Green ocean waves approaching a sandy shore with white foam.,landscape
000000040048_4890515.mp4,3,0,289,29,"A drone captures a serene seascape, showcasing a small island with lush greenery and a prominent lighthouse amidst calm blue waters. The sky, a soft blue with gentle clouds, enhances the peaceful atmosphere. As the drone moves, the island's rugged coastline and the gentle waves washing onto the shore are highlighted. The scene is devoid of human activity, emphasizing the natural beauty and tranquility of the coastal landscape. The island's verdant foliage contrasts with the muted grays and whites of the rocks, and the clear blue sky above, dotted with soft white clouds, adds to the peacefulness.",Calm ocean waves gently reaching the shore with a distant coastline and small rocks in the background.,landscape
000000208322_8644182.mp4,1,290,579,29," The video provides an aerial perspective of a peaceful rural town in Colombia, showcasing a blend of traditional and modern architecture amid lush greenery. Initially, the town appears tranquil with a few buildings and a road, as the Andean mountains loom in the background. As the video continues, the town is seen nestled on rolling hills, with a mix of red-roofed houses and modern high-rises, and a solitary white car traveling along the road. The scene is set against a backdrop of misty mountains and an overcast sky, highlighting the town's harmonious coexistence with nature.","Cloudy sky with dense, white and gray clouds.",landscape
000000231656_9339071.mp4,2,480,674,24,Aerial view of a road in the middle of a canyon at sunset,Sunset behind mountains with a colorful sky.,landscape
000000236172_9508847.mp4,2,0,289,29,"A rugged coastline with a mix of brown and beige rocks and sparse greenery extends into calm blue waters, leading to a faint silhouette of mountains under a clear sky, creating a serene and untouched natural scene. As time passes, the coastline, now with a solitary white building atop a craggy outcrop, is bathed in sunlight, suggesting a peaceful retreat. The calm sea mirrors the sky's light blue, and distant mountains form a soft silhouette against the horizon, enhancing the tranquil and isolated atmosphere of this secluded spot.",Rocky coastal hillside with sparse vegetation and a small portion of the sea at the base.,landscape
000000254000_10453292.mp4,8,240,539,30,"A large blue and white tanker ship named 'Kimberly' is docked at a concrete pier, with a smaller tugboat nearby and a conveyor belt structure in the background, suggesting an industrial setting. The scene is calm, with a soft glow of dawn or dusk light. Two seconds later, the same ship, now identified as 'Kimberly', is seen with its cargo hold open, revealing pipes and valves, against a backdrop of a calm sea and a twilight sky. A small red-roofed building is visible on the shore, and two large metal conveyor belts are extended into the water, indicating ongoing loading or unloading operations.",Sunlit water surface with a visible shoreline.,landscape
000000288934_15441769.mp4,2,590,1056,59,Aerial view of a pier at sunset,"Sunset with scattered clouds, reflections on water, and silhouetted structures.",landscape
000000289384_15515866.mp4,21,230,459,23," The video features a picturesque beachfront scene from an aerial perspective, showcasing golden sands meeting azure waves. Palm trees and a few individuals enjoying the sun create a tranquil atmosphere. A secluded area with thatched-roof structures suggests a local community. As the view continues, a luxurious house with a grey roof and white walls appears, surrounded by lush greenery and palm trees, with a few people on the beach and a mountain silhouette in the distance. The scene is peaceful, with a clear sky and gentle waves, and a solitary blue umbrella is visible among the beachgoers.","Beach with gentle waves and shoreline, with partial view of ocean water.",landscape
000000318481_20634062.mp4,2,0,289,29,"A sailboat with its masts reaching towards the sky is anchored in calm seas, surrounded by a tranquil sea reflecting the golden hues of a setting sun. The horizon is adorned with the sun's fiery orb partially hidden behind a cloud, while a small boat sails near the shore, adding life to the serene maritime scene. As time passes, the sky transitions from orange to purple, with the sun's descent nearing the horizon. The calm sea mirrors the sky's warm colors, and the presence of distant boats suggests the quiet end to a day's activities.",A sailboat and a small rowboat on calm water during a sunset.,landscape
000005009435.0.mp4,15,552,729,23,"Aerial view of colosseum in rome, italy",Ancient amphitheater with multiple levels of arches and partial ruins.,landscape
000000085430_6121159.mp4,2,184,413,23,"A woman in a light grey dress stands amidst a field of tall grass and wildflowers, her back to the camera, as the setting sun casts a warm glow over the scene. The sky transitions from blue to orange, creating a serene atmosphere. The woman's arms are outstretched, suggesting a moment of peaceful contemplation. The surrounding trees, dressed in autumnal colors, add to the tranquil mood. The woman remains still, her figure silhouetted against the vibrant sky, as the day shifts to dusk, emphasizing the quietude and introspection of the moment.","A person with long, straight, brown hair, wearing a gray top, viewed from the back.",random
000000255829_10553811.mp4,2,0,149,25,"A woman with curly brown hair and a contemplative expression is standing in a cabbage field, wearing a wide-brimmed straw hat and a green ruffled blouse. The field is lush with greenery and yellow flowers, and the soft lighting creates a serene atmosphere. As time passes, the woman remains in the same setting, her gaze directed away from the camera, suggesting introspection. The natural light continues to highlight the textures of her attire and the vibrant colors of the surrounding vegetation.","A wide-brimmed, woven straw hat.",random
000000290191_15677811.mp4,7,0,399,50," The video features an aerial view of a bustling roadway with a stone archway entrance marked 'Pasar Udara', where vehicles are queued. A motorcycle rider leads the line, and a blue bus is parked nearby, with construction and greenery in the background. The scene transitions to a weathered stone archway with 'Pasar Seni' inscribed, surrounded by lush greenery and a cliffside. Vehicles, including a blue bus and white cars, are parked or moving along the road, with a construction site and a building under development in the distance, all under a clear sky.",A motorcyclist on a multi-lane road with buses parked on the side and traffic cones arranged along the road.,random
